ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"mdl-35439531","Balancing enhanced contraceptive access with risk of reproductive injustice: A United States comparative case study.","Moniz, Michelle H; Spector-Bagdady, Kayte; Perritt, Jamila B; Heisler, Michele; Loder, Charisse M; Wetmore, Marisa K; Harris, Lisa H","Contraception;113: 88-94, 2022 09. ","Contraception","MEDLINE","article","en","2022","Contracepção Reversível de Longo Prazo; Anticoncepção; Anticoncepcionais; Feminino; Acessibilidade aos Serviços de Saúde; Humanos; Assistência Centrada no Paciente; Reprodução; Estados Unidos","Contraceptive counseling; Health disparities; Immediate postpartum LARC; Implementation science; Maternity care; Quality improvement; Reproductive justice; Shared decision-making; Stratified reproduction","US","https://dx.doi.org/10.1016/j.contraception.2022.04.004","OBJECTIVE: We aimed to examine how peripartum contraceptive care quality improvement efforts address or perpetuate reproductive health injustices. STUDY DESIGN: We conducted a comparative case study of inpatient postpartum contraceptive care implementation in 2017 to 2018, using key informant interviews at 11 United States hospitals. After our primary analysis revealed tensions between enhancing access to contraceptive care and patient-centeredness, we conducted the current inductive content analysis guided by 4 questions developed post-hoc: (1) What are healthcare workers' aspirations for contraceptive quality improvement programs? (2) What are healthcare workers' biases regarding peripartum contraceptive care delivery? (3) Do care delivery processes center patients' needs? (4) Do healthcare workers recognize and engage with structural inequities? RESULTS: Seventy-eight key informants (i.e., clinicians, operations staff, administrators) participated. In nine study sites, we observed evidence of interviewees both mitigating and perpetuating reproductive injustice. Many aspired to provide compassionate, patient-centered care, avoid paternalism, and foster patient autonomy. Simultaneously, interviewees demonstrated biases, including implicit subscription to an ideology of stratified reproduction, stereotyping, and ""othering."" Even when interviewees endorsed goals of patient-centeredness, care delivery processes sometimes prioritized healthcare systems' needs, and patients were not included on quality improvement teams. Many interviewees recognized structural inequities as driving health outcome disparities, yet relied on individual-level solutions like long-acting reversible contraception, and not structural-level interventions, to address them. CONCLUSION: Alongside enthusiasm for delivering compassionate care exist biases, missed opportunities to center patients, and lack of curiosity about the appropriateness of solving structural-level problems with individual-level solutions. IMPLICATIONS: Our findings call for individual and institutional self-reflection, partnership with patients and communities, and other intentional efforts to mitigate potential for harm in initiatives enhancing access to contraceptive care.",20220419,113,,10.1016/j.contraception.2022.04.004,1879-0518,,
"mdl-35382243","The Other "A" Word: Assessing the Accessibility of Abortion in Academia.","Jordon, Sarah M; Ray, Ian S","Womens Health Rep (New Rochelle);3(1): 131-143, 2022. ","Womens Health Rep (New Rochelle)","MEDLINE","article","en","2022","","abortion access; colleges; women's health","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8978571","Objective: To assess the accessibility of abortion providers across collegiate campuses in the State of Colorado. Participants: Analysis was on secondary data from the Integrated Postsecondary Data System and the U.S. Census Bureau. Methods: We utilized a framework of Reproductive Justice to assess and interpret the accessibility of abortion providers to college students by mapping reproductive health centers and nonprofit institutions of higher education, then using these data to statistically compare racial demographics, female employment, and insurance coverage between institutions with and without access. Results: Of nonprofit postsecondary institutions in Colorado, 11 institutions lack access, serving â¼38,900 students. Of these students, 88.7% attend a Minority Serving Institution (MSI). MSIs lacking abortion access had 8% more female enrollment [t(18.32) = -2.04, p = 0.027]. Campuses possessing student health centers are less likely to have an MSI designation (50% with vs. 82% without), have greater female Hispanic enrollment by 10% [t(23.72) = 3.11, p = 0.005] and lower female multiracial enrollment by 2% [t(37.00) = 2.20, p = 0.034]. Analysis of variance (ANOVA) results indicated significant differences in percent composition of Asian, black or African American, Two or More, and Nonresident demographics between collegiate campuses with 30-, 45-, and 60-minute drive-time access. ANOVA results indicated separate patterns of differences for Zip Code Tabulation Area (ZCTA) demographics for Asian, black or African American, Native Hawaiian or Pacific Islander, Other Race, and Nonresident populations. Planned contrasts demonstrated that this difference was greatest at the 30-minute drive-time access, supporting the use of 30-minute drive time as an important indicator of access. Conclusions: The colleges lacking access to a provider are predominantly MSIs in lower income communities. The patterns in campus and ZCTA demographics indicate that collegiate populations are affected by rurality differently than the general population. We recommend that future qualitative research to assess rural students' perceptions on access, campus health center practices, and practices on campuses without dedicated health facilities.",20220406,3,1,10.1089/whr.2021.0066,2688-4844,,
"mdl-35385333","Indigenous Women's Resistance of Colonial Policies, Practices, and Reproductive Coercion.","McKenzie, Holly A; Varcoe, Colleen; Nason, Dory; McKenna, Betty; Lawford, Karen; Kelm, Mary-Ellen; Wajuntah, Cassandra Opikokew; Gervais, Laverne; Hoskins, Jannica; Anaquod, Jaqueline; Murdock, Jasmond; Murdock, Rebecca; Smith, Katryna; Arkles, Jillian; Acoose, Sharon; Arisman, Kayla","Qual Health Res;32(7): 1031-1054, 2022 06. ","Qual Health Res","MEDLINE","article","en","2022","Coerção; Canadenses Indígenas; Direitos Sexuais e Reprodutivos; Aborto Induzido; Feminino; Humanos; Políticas; Gravidez; Reprodução; Saskatchewan","Indigenous; gender; marginalized or vulnerable populations; racism; reproduction; reproductive coercion; reproductive justice; reproductive rights; resistance","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9251744","This analysis of urban Indigenous women's experiences on the Homeland of the Métis and Treaty One (Winnipeg, Manitoba, Canada), Treaty Four (Regina, Saskatchewan, Canada), and Treaty Six (Saskatoon, Saskatchewan, Canada) territories illustrates that Indigenous women have recently experienced coercion when interacting with healthcare and social service providers in various settings. Drawing on analysis of media, study conversations, and policies, this collaborative, action-oriented project with 32 women and Two-Spirit collaborators demonstrated a pattern of healthcare and other service providers subjecting Indigenous women to coercive practices related to tubal ligations, long-term contraceptives, and abortions. We foreground techniques Indigenous women use to assert their rights within contexts of reproductive coercion, including acts of refusal, negotiation, and sharing community knowledge. By recognizing how colonial relations shape Indigenous women's experiences, decision-makers and service providers can take action to transform institutional cultures so Indigenous women can navigate their reproductive decision-making with safety and dignity.",20220406,32,7,10.1177/10497323221087526,1049-7323,,
"mdl-35476767","Refocusing the Conduct of Maternal Mortality Research in Black Pregnant Populations: Ethical Considerations.","Amore, Alexis Dunn","J Perinat Neonatal Nurs;36(2): 131-137, 2022. ","J Perinat Neonatal Nurs","MEDLINE","article","en","2022","Ética em Pesquisa; Mortalidade Materna; Feminino; Humanos; Gravidez","","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9060348","INTRODUCTION: Maternal morbidity and mortality rates are on the rise in the United States, particularly among Black populations. Recently, there has been an uptick in research funding to identify and address root causes, particularly among at-risk groups. However, given the historical trauma experienced by Black populations in research settings, novel approaches built firmly on ethical principles and grounded in a framework of reproductive justice are necessary to minimize harm and center the research process on maintaining the dignity and respect of research participants. METHODS: Ethical principles as outlined by the American Nurses Association, Black Mamas Matter Alliance, and federal research guidelines are reviewed within the context of conducting maternal mortality-focused research. In addition, community developed research frameworks and methodologies are presented and discussed within the research context. CONCLUSIONS: Black pregnant people have reported mistreatment during clinical encounters; therefore, intentional protections to promote safety must be considered in the research setting. Ethical principles must be considered when designing and implementing research initiatives focused on addressing maternal mortality risk in Black communities.",20220427,36,2,10.1097/JPN.0000000000000646,1550-5073,,
"mdl-35368993","Addressing Structural Inequities, a Necessary Step Toward Ensuring Equitable Access to Telehealth for Medication Abortion Care During and Post COVID-19.","Thompson, Terri-Ann; Northcraft, Dana; Carrión, Fabiola","Front Glob Womens Health;3: 805767, 2022. ","Front Glob Womens Health","MEDLINE","article","en","2022","","COVID-19; Medicaid; equity; medication abortion; racial and ethnic disparities; reproductive justice; telehealth; telemedicine","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8967978","Telehealth, one of the newest health innovations, has been promoted as a tool to enhance access to health care services in ways that center patient needs. However, integrating telehealth within an inequitable health system undermines its potential. This perspective highlights policies and practices that foster structural inequities and names their impact on the use and acceptability of telehealth for medication abortion among specific communities of color. Communities of color have a higher prevalence of abortion use but face many barriers, including financial and geographic barriers, to abortion access. Preliminary evidence on telehealth for medication abortion shows that it is highly acceptable, accommodating of patient needs, and may allow patients to access abortion care at earlier gestational ages. However, evidence during the COVID-19 pandemic shows that utilization of telehealth is lower among communities of color. We describe how systemic barriers, including regulations on or laws banning telehealth for medication abortion, disinvestments in digital access, and restrictions on public insurance coverage, could perpetuate lower utilization of telehealth for medication abortion care among communities of color. We call for systems changes that will remove these barriers and make this health care innovation available to all who may desire it.",20220404,3,,10.3389/fgwh.2022.805767,2673-5059,,
"mdl-35262054","Stigmatization of Pregnant Individuals with Opioid Use Disorder.","Crawford, Allison D; McGlothen-Bell, Kelly; Recto, Pamela; McGrath, Jacqueline M; Scott, Leticia; Brownell, Elizabeth A; Cleveland, Lisa M","Womens Health Rep (New Rochelle);3(1): 172-179, 2022. ","Womens Health Rep (New Rochelle)","MEDLINE","article","en","2022","","opioid use disorder; perinatal; pregnancy; reproductive justice; stigma","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896218","Objective: The purpose of this study was to critically analyze the role of stigma in the care of pregnant and parenting individuals with opioid use disorder (OUD) through the theoretical lens of the Reproductive Justice (RJ) framework. Background: Overdose related maternal mortality, often involving opioids, is a national growing public health concern. OUD is a highly stigmatized condition that may negatively influence the well-being of pregnant/parenting individual's reproductive and human rights. Study Design: Secondary qualitative data analysis. Methods: A secondary data analysis was conducted using individual interviews (N = 23) from a larger study aimed at examining contextual factors surrounding pregnant/parenting individual's experiences with opioid use return to use and/or overdose. The RJ framework was used as a framework to examine the influence of OUD-related stigma and a person's right to bodily autonomy, their right to parent, and their right to parent the children they have in safe and sustainable environments. Results: The RJ framework supported the examination of factors that perpetuate stigma in this population. Individuals described stigmatizing experiences in the health care setting. Verbal and nonverbal interactions with health care providers and fear of child welfare involvement were counterproductive to recovery and potentially triggered OUD recurrence and/or overdose. Conclusions: Due to existing stigma, pregnant and parenting individuals with OUD often avoided health care and recovery support services; therefore, there should be the removal of barriers that prevent this population from accessing life-saving services. Future efforts should focus on health policy-related research to support structural changes within institutions.",20220309,3,1,10.1089/whr.2021.0112,2688-4844,,
"mdl-35325519","Alignment of Abolition Medicine With Reproductive Justice.","Hayes, Crystal M; Gomez, Anu Manchikanti","AMA J Ethics;24(3): E188-193, 2022 03 01. ","AMA J Ethics","MEDLINE","article","en","2022","Medicina; Justiça Social; Liberdade; Humanos; Reprodução; Saúde Reprodutiva","","US","https://dx.doi.org/10.1001/amajethics.2022.188","Abolition medicine and reproductive justice are synergistic approaches that advance a radical vision of a racially just world. Abolition medicine and reproductive justice push medical and carceral systems towards a focus on the structural factors that impede safe and dignified parenting and childrearing, bodily autonomy, and sexual and reproductive health. Persons experiencing incarceration are stripped of authority over their health decisions, bodily autonomy, and freedom, with major implications for their well-being, sexuality, and reproduction. Black and Brown individuals and communities, who are disproportionately affected by mass incarceration and health disparities, are most in need of abolitionist reproductive justice. This article urges abolitionist clinicians to interrogate the health care sector's relationships with carceral systems and reproductive oppression.",20220324,24,3,10.1001/amajethics.2022.188,2376-6980,,
"mdl-35320452","Transdisciplinary Imagination: Addressing Equity and Mistreatment in Perinatal Care.","Vedam, Saraswathi; Zephyrin, Laurie; Hardtman, Pandora; Lusero, Indra; Olson, Rachel; Hassan, Sonia S; van den Broek, Nynke; Stoll, Kathrin; Niles, Paulomi; Goode, Keisha; Nunally, Lauren; Kandal, Remi; Bair, James W","Matern Child Health J;26(4): 674-681, 2022 Apr. ","Matern Child Health J","MEDLINE","article","en","2022","Serviços de Saúde Materna; Assistência Perinatal; Criança; Feminino; Pessoal de Saúde; Humanos; Imaginação; Recém-Nascido; Parto; Gravidez","Health services; Mistreatment; Pregnancy and childbirth ; Racism; Reproductive justice; Transdisciplinarity","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8940589","Inequities in birth outcomes are linked to experiential and environmental exposures. There have been expanding and intersecting wicked problems of inequity, racism, and quality gaps in childbearing care during the pandemic. We describe how an intentional transdisciplinary process led to development of a novel knowledge exchange vehicle that can improve health equity in perinatal services. We introduce the Quality Perinatal Services Hub, an open access digital platform to disseminate evidence based guidance, enhance health systems accountability, and provide a two-way flow of information between communities and health systems on rights-based perinatal services. The QPS-Hub responds to both community and decision-makers' needs for information on respectful maternity care. The QPS-Hub is well poised to facilitate collaboration between policy makers, healthcare providers and patients, with particular focus on the needs of childbearing families in underserved and historically excluded communities.",20220323,26,4,10.1007/s10995-022-03419-0,1573-6628,,
"mdl-35265941","Are UK Policies and Practices for Regulated Donor Insemination Forcing Women to Find Unregulated Sperm Donors Online? A Perspective on the Available Evidence.","Taylor, Francesca; Turner-Moore, Tamara; Pacey, Allan; Jones, Georgina Louise","Front Glob Womens Health;3: 644591, 2022. ","Front Glob Womens Health","MEDLINE","article","en","2022","","LGBTQ +; NHS funding; donor insemination (DI); fertility treatment; health inequalities; online sperm donation; reproductive justice (RJ)","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8898953","In recent years, there has been an increase in women obtaining donor sperm via unregulated websites and social media. In this article, we bring together the disparate evidence in this emerging field to consider whether restrictive UK policies and practices for regulated clinical donor insemination (DI) are a potential explanation for the growing use of the currently unregulated, online route to donor insemination. To this end, we examine the nature of the National Institute for Health and Care Excellence (NICE) guidelines, recent data provided by the Human Fertilisation and Embryology Authority (HFEA), and prior research on who uses online sperm donation and their reasons for doing so. In addition, we highlight why this issue is important by outlining some of the benefits and drawbacks of the unregulated route. We argue that, whilst there are many factors driving the unregulated route to DI, restrictive UK policies and practices for regulated DI might be one of these. We conclude that turning our attention to structural barriers, such as regulated DI policies and practices, is necessary to produce more definitive evidence of this potential issue, and that adopting a Reproductive Justice framework could lead to more equitable provision of regulated DI services.",20220310,3,,10.3389/fgwh.2022.644591,2673-5059,,
"mdl-35130060","Racism Runs Through It: Examining The Sexual And Reproductive Health Experience Of Black Women In The South.","Thompson, Terri-Ann Monique; Young, Yves-Yvette; Bass, Tanya M; Baker, Stephanie; Njoku, Oriaku; Norwood, Jessica; Simpson, Monica","Health Aff (Millwood);41(2): 195-202, 2022 02. ","Health Aff (Millwood)","MEDLINE","article","en","2022","Racismo; Serviços de Saúde Reprodutiva; Feminino; Acessibilidade aos Serviços de Saúde; Humanos; Saúde Reprodutiva; Comportamento Sexual","","US","https://dx.doi.org/10.1377/hlthaff.2021.01422","Few studies have illustrated how racism influences Black women's use of reproductive health care services. This article presents findings of a collaborative study conducted by a research team and a reproductive justice organization to understand Black women's concerns with sexual and reproductive health services. The qualitative research was conducted with Black women living in Georgia and North Carolina, using a community-based participatory research approach. Themes were developed from participant accounts that highlight how racism, both structural and individual, influenced their reproductive health care access, utilization, and experience. Structural racism affected participants' finances and led some to forgo care or face barriers to obtaining care. Individual racism resulted in some women electing to receive care only from same-race medical providers. These findings suggest a need for policies and practices that address structural barriers to reproductive health care access and improve the reproductive health experience of Black women.",20220207,41,2,10.1377/hlthaff.2021.01422,1544-5208,,
"mdl-35194746","Comparative Effectiveness and Safety of Intrauterine Contraception and Tubal Ligation.","Schwarz, Eleanor Bimla; Lewis, Carrie A; Dove, Melanie S; Murphy, Eryn; Zuckerman, Diana; Nunez-Eddy, Claudia; Tancredi, Daniel J; McDonald-Mosley, Raegan; Sonalkar, Sarita; Hathaway, Mark; Gariepy, Aileen M","J Gen Intern Med;37(16): 4168-4175, 2022 12. ","J Gen Intern Med","MEDLINE","article","en","2022","Esterilização Tubária; Feminino; Humanos; Gravidez; Anticoncepção; Cobre; Levanogestrel; Dor Pélvica/epidemiologia; Dor Pélvica/etiologia; Estudos Retrospectivos; Esterilização Tubária/efeitos adversos; Estados Unidos/epidemiologia","Medicaid; comparative effectiveness; disparities; female sterilization; intrauterine contraception; low income; permanent contraception; reproductive justice; tubal ligation","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8863411","BACKGROUND: Tubal ligation remains common in the USA, especially among low-income patients. OBJECTIVE: To compare the effectiveness and safety of intrauterine contraceptives (IUC) to laparoscopic tubal ligation for Medicaid clients. DESIGN: We partnered with patient and clinician stakeholders to conduct a retrospective cohort study using California Medicaid claims for patients who had an IUC placed or laparoscopic tubal ligation performed in 2008-2014, excluding procedures performed within 42 days of a birth. We applied log-linear (Poisson) event-history regression models for clustered person-period data to adjust for sociodemographic variables and pre-procedure health status when examining associations between these contraceptive procedures and claims related to contraceptive failure, complications, and pain in the first year post-procedure. KEY RESULTS: We identified 35,705 patients who had a levonorgestrel IUC placed, 23,628 patients who had a copper IUC placed, and 23,965 patients who underwent laparoscopic tubal ligation. In unadjusted analyses, rates of pregnancy within 1 year were similar following levonorgestrel IUC (2.40%) or copper IUC placement (2.99%) or tubal ligation (2.64%). In adjusted analyses, compared to tubal ligation, pregnancy was less common following placement of a levonorgestrel IUC (adj IRR 0.72, 95% CI 0.64-0.82) and similar with placement of a copper IUC (adj IRR 0.92, 95% CI 0.82-1.05). Procedural complications such as infection (0.35% vs. 2.91%) were significantly less common with IUC placement than tubal ligation. Claims for pelvic and abdominal pain decreased in frequency with time since all procedures; 6 to 12 months post-procedure, pelvic pain claims were less common after levonorgestrel IUC (adj IRR 0.69, 95% CI 0.65-0.73) or copper IUC placement (adj IRR 0.70, 95% CI 0.66-0.75) than tubal ligation. CONCLUSIONS: IUC appears at least as effective as laparoscopic tubal ligation at 1-year post-procedure with lower rates of infection and pelvic pain 6 to 12 months post-procedure. CLINICAL TRIAL REGISTRATION: NCT03438682.",20220223,37,16,10.1007/s11606-022-07433-4,1525-1497,,
"mdl-35216562","Breastfeeding and contraception counseling: a qualitative study.","Pearlman Shapiro, Marit; Avila, Karina; Levi, Erika E","BMC Pregnancy Childbirth;22(1): 154, 2022 Feb 25. ","BMC Pregnancy Childbirth","MEDLINE","article","en","2022","Aleitamento Materno/psicologia; Comportamento Contraceptivo/psicologia; Anticoncepção/psicologia; Aconselhamento; Período Pós-Parto/psicologia; Adulto; Tomada de Decisões; Feminino; Humanos; Cidade de Nova Iorque; Gravidez; Pesquisa Qualitativa; Determinantes Sociais da Saúde; Populações Vulneráveis","Breastfeeding; Contraception counseling; Postpartum; Reproductive justice","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8876755","BACKGROUND: The objectives of this qualitative study were to better understand women's experiences regarding contraceptive choice, breastfeeding intentions and the relationship between the two. Women are routinely presented with counseling on breastfeeding and contraception throughout their prenatal and postpartum care, but little is published on patients' own priorities, desires and experiences of this peripartum counseling. This article aims to address this gap in the literature. METHODS: Semi-structured interviews were conducted with patients in the immediate postpartum period. The interview guide explored: 1) timing and content of contraceptive counseling; 2) breastfeeding goals and expectations; 3) reasons for contraceptive choices; and 4) recommendations for counseling. Interview transcripts were coded to identify themes and analyzed. RESULTS: Twenty interviews were conducted. The participants were reflective of our patient population in the Bronx, with ninety percent using Medicaid for insurance and fifteen percent concerned about food security in the past month, well-validated questions reflective of poverty and socioeconomic status. Three themes emerged from the interviews: (1) using contraception was described as a selfish decision by the mother without benefit to the newborn; (2) women felt pressure to breastfeed and saw the inability to breastfeed as a personal failure; and (3) medical providers were viewed as more trustworthy when it came to information regarding breastfeeding as opposed to contraceptive options, where decisions relied on anecdotes from friends or family. CONCLUSIONS: Most decision-making regarding breastfeeding and contraception relied on the personal experiences of the participants and their friends and family. A clear need for support for women who are unable to breastfeed and education about the benefits of contraception for the newborn was identified.",20220226,22,1,10.1186/s12884-022-04451-2,1471-2393,,
"mdl-35217389","The other side of the story: Intended parents' surrogacy journeys, stigma and relational reproductive justice.","Shah, Swati; Ergler, Christina; Hohmann-Marriott, Bryndl","Health Place;74: 102769, 2022 03. ","Health Place","MEDLINE","article","en","2022","Justiça Social; Mães Substitutas; Feminino; Humanos; Índia; Pais; Gravidez; Reprodução; Estigma Social","Ethics of care; Intended parents; Parenthood; Reproductive justice; Stigma; Surrogacy; Wellbeing","GB","https://dx.doi.org/10.1016/j.healthplace.2022.102769","Current surrogacy research primarily focuses on commercial surrogacy with a particular emphasis on experiences of surrogate mothers, whereas intended parents' voices are dominated by western perspectives. Indigenous voices are only a whisper. This study presents another side of the surrogacy story by including the voices of intended parents residing in India, elicited through eight in-depth interviews. We assert there is need to understand Indian intended parents' socio-spatial experiences in the presence of a changing surrogacy law in India and the socio-cultural importance of childbearing and parenthood to move towards relational reproductive justice. By recognising the relational nature of surrogacy reproduction and drawing on the concepts of ethics of care in light of power and stigma discussions, this paper demonstrates how stigma is experienced by intended parents, its effect on their reproductive journey and wellbeing, as well as how stigma hinders achieving the vision of relational reproductive justice. We suggest that, in order to make surrogacy a positive experience for the people involved in surrogacy, there is a need to address stigma and view surrogacy as a relationship.",20220226,74,,10.1016/j.healthplace.2022.102769,1873-2054,,
"mdl-35092284","Beyond Criminalisation: Abortion Law Reform in Aotearoa New Zealand.","Snelling, Jeanne M","Med Law Rev;30(2): 216-242, 2022 May 30. ","Med Law Rev","MEDLINE","article","en","2022","Aborto Induzido; Aborto Legal; Feminino; Idade Gestacional; Humanos; Nova Zelândia; Gravidez; Direitos Sexuais e Reprodutivos; Justiça Social","Abortion; Feticide; Gestational model; Reproductive justice; human rights","GB","https://dx.doi.org/10.1093/medlaw/fwab051","With the enactment of the Abortion Legislation Act 2020, New Zealand radically transformed its approach to abortion. Abortion is no longer a crime, and is instead regulated under general health law, adopting a gestational model. Whilst some claim that reform was overdue, critics have described the new legislation as the 'world's most extreme abortion law'. This article investigates these claims through the lens of reproductive justice, a movement that emerged alongside the global campaign for recognition of reproductive rights. First, it outlines the tenets of reproductive justice, before critiquing New Zealand's previous law, and considering arguments for its modernisation. It then describes how a growing number of jurisdictions have decriminalised abortion, with increasing pressure on other countries, including England and Wales, to similarly undertake law reform. Finally, it examines the main provisions of New Zealand's law. It concludes that, to the extent that the new law enables access to timely, equitable, and publicly funded abortion services, it is consistent with the tenets of reproductive justice. By placing women at the centre of the law, it improves the welfare of women, but particularly marginalised women. However, it suggests that the current 20-week gestational test is arbitrary, with the originally proposed 22-week threshold preferable.",20220129,30,2,10.1093/medlaw/fwab051,1464-3790,,
"mdl-34984946","Exploring Black Women's Pathways to Motherhood Within a Reproductive Justice Framework.","Leath, Seanna; Wright, Patrice; Charity-Parker, Bianka; Stephens, Erica","Qual Health Res;32(4): 694-709, 2022 03. ","Qual Health Res","MEDLINE","article","en","2022","Serviços de Planejamento Familiar; Justiça Social; Adulto; População Negra; Comportamento Contraceptivo; Feminino; Humanos; Pessoa de Meia-Idade; Gravidez; Educação Sexual; Estados Unidos","Black mothers; consensual qualitative research methods; family planning; maternal health equity; reproductive justice","US","https://dx.doi.org/10.1177/10497323211066869","Amidst the increasing push to address racial disparities in maternal health equity, fewer studies have considered Black women's perspectives on their needs, concerns, and priorities regarding family planning care. Such evidence might help address the lack of support and information that many Black women report in patient-provider encounters, and broaden empirical knowledge on the contextual factors that influence Black women's reproductive decisions. In the present qualitative study, we explored Black women's pathways to motherhood within a reproductive justice framework. We drew on individual, semi-structured interview data from 31 Black mothers (25-50 years, Mage = 35 years) across the United States. Using consensual qualitative research methods, we elaborated on three themes: (1) intentional family planning, (2) unintended pregnancy, and (3) othermothering. The findings challenge deficit-based stereotypes of Black mothers' reproductive choices and illuminate how health practitioners can facilitate humanizing conversations that prioritize Black women's family planning goals and decision-making.",20220105,32,4,10.1177/10497323211066869,1049-7323,,
"mdl-34816456","Reproductive justice for the haunted Nordic welfare state: Race, racism, and queer bioethics in Finland.","Sudenkaarne, Tiia; Blell, Mwenza","Bioethics;36(3): 328-335, 2022 03. ","Bioethics","MEDLINE","article","en","2022","Bioética; Racismo; Minorias Sexuais e de Gênero; Finlândia; Humanos; Reprodução; Direitos Sexuais e Reprodutivos; Justiça Social","eugenics; healthcare; queer bioethics; race; racism; welfare state","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9299086","The Nordic welfare state aims to offer universal healthcare and achieve good health, bar none. We discuss past and present moral blind spots in welfare state bioethics through reproductive justice and queer bioethics, particularly focusing on race and racism, based on ethnographic data from Finland. Globally portrayed as aspirational and mostly uninterrogated, it is crucial to have a thorough bioethical evaluation of a Nordic model informed by Black and queer perspectives. We have come to conceptualize the Finnish welfare state as haunted. We fear that the seemingly non-racial racial hygiene continues to haunt bioethics of the welfare state as structural racism. A key cause for this concern is the lack of racial awareness in public politics and the reluctance in discussing racism due to the national agenda of color-blindness. This crucially compounds to our findings that medical professionals prefer to think they operate on ""purely medical"" reasoning as opposed to nuanced ethical contemplation, the latter associated with ""social issues"" that allegedly cannot be resolved and are outside medical interest. We discuss how the bioethical aftermath of eugenics remains unresolved. Racist, classist, sexist, ableist, and cis- and heteronormative stratification of reproduction requires a nuanced moral compass for Nordic welfare state bioethics, not ""strictly medical practice."" We suggest queer bioethics as a moral theory for recalibrating this compass, joining forces with other justice movements to tackle racism in healthcare and further to interrogate racism, sexism, ableism and cis- and heteronormativity in bioethics.",20211124,36,3,10.1111/bioe.12973,1467-8519,,
"mdl-34822032",""They Make You Feel Less of a Human Being": Understanding and Responding to Milwaukee's Racial Disparity in Infant Mortality.","Capp, Alyson Isaksson","Matern Child Health J;26(4): 736-746, 2022 Apr. ","Matern Child Health J","MEDLINE","article","en","2022","Racismo; População Negra; Feminino; Hispânico ou Latino; Humanos; Lactente; Mortalidade Infantil; Gravidez; Fatores Socioeconômicos","Infant mortality; Prenatal care; Racial discrimination; Racial disparities; Racism; Women's health","US","https://dx.doi.org/10.1007/s10995-021-03281-6","BACKGROUND: Black infants die three times as often as white and Hispanic infants before their first birthday in Milwaukee, WI. Prematurity is the major cause of infant mortality, and social determinants of health contribute to this disparity. OBJECTIVES: To understand how socioeconomic factors and racism create barriers to healthy pregnancies and birth outcomes for Black women, and identify practices necessary for overcoming these barriers. METHODS: Thirteen collaborators (four women, four support group leaders, and five health professionals) were recruited from church support groups, a family medicine residency clinic, and the health department. Data were collected through field observations, six one-on-one interviews, one small group interview, and one focus group. RESULTS: Thematic analysis identified six key themes related to socioeconomic factors and racism in women's and infant health: Public Apathy; Violence and Stress; Discrimination; Mistrust; Spiritual and Social Support; Reproductive Justice. CONCLUSIONS FOR PRACTICE: These themes point out failures in health care, social services, and policy initiatives that do not meet women's and infant needs, in addition to some opportunities to implement successful practices. Recommendations are made for policymakers, social services, health systems, and health professionals to implement systemic changes that support Black women and their families. Future applications of this work include implementing and measuring the impact of systems change to benefit Black women and families.",20211125,26,4,10.1007/s10995-021-03281-6,1573-6628,,
